COMPANY_ID,MERCHANT_TICKER,MERCHANT_EXCHANGE,MERCHANT_NAME,FISCAL_QUARTER,KPINAME,KPIVALUE,LASTCONSENSES,IS_PRIMARY_KPI,INCLUDE_TICKER_IN_PANEL_TOTAL
18711,ALL,NYSE,CONSOLIDATED,2012-1Q,Revenue,6630,6623.85692,1,false
18711,ALL,NYSE,CONSOLIDATED,2012-2Q,Revenue,6666,6730.87329,1,false
18711,ALL,NYSE,CONSOLIDATED,2012-3Q,Revenue,6697,6707.32308,1,false
18711,ALL,NYSE,CONSOLIDATED,2012-4Q,Revenue,6744,6711.58462,1,false
18711,ALL,NYSE,CONSOLIDATED,2013-1Q,Revenue,6770,6761.77778,1,false
18711,ALL,NYSE,CONSOLIDATED,2013-2Q,Revenue,6862,6819.46667,1,false
18711,ALL,NYSE,CONSOLIDATED,2013-3Q,Revenue,6972,6907.6,1,false
18711,ALL,NYSE,CONSOLIDATED,2013-4Q,Revenue,7014,6991,1,false
18711,ALL,NYSE,CONSOLIDATED,2014-1Q,Revenue,7064,7178.09483,1,false
18711,ALL,NYSE,CONSOLIDATED,2014-2Q,Revenue,7204,7203.22727,1,false
18711,ALL,NYSE,CONSOLIDATED,2014-3Q,Revenue,7307,7272.1,1,false
18711,ALL,NYSE,CONSOLIDATED,2014-4Q,Revenue,7354,7484.13077,1,false
18711,ALL,NYSE,CONSOLIDATED,2015-1Q,Revenue,7426,7461.56364,1,false
18711,ALL,NYSE,CONSOLIDATED,2015-2Q,Revenue,7549,7554.66667,1,false
18711,ALL,NYSE,CONSOLIDATED,2015-3Q,Revenue,7650,7645.875,1,false
18711,ALL,NYSE,CONSOLIDATED,2015-4Q,Revenue,7684,7710.09,1,false
18711,ALL,NYSE,CONSOLIDATED,2016-1Q,Revenue,7723,7758.8,1,false
18711,ALL,NYSE,CONSOLIDATED,2016-2Q,Revenue,7814,7822.625,1,false
18711,ALL,NYSE,CONSOLIDATED,2016-3Q,Revenue,7869,7863.71429,1,false
18711,ALL,NYSE,CONSOLIDATED,2016-4Q,Revenue,7901,7887.2,1,false
18711,ALL,NYSE,CONSOLIDATED,2017-1Q,Revenue,7959,7926.16667,1,false
18711,ALL,NYSE,CONSOLIDATED,2017-2Q,Revenue,8018,7991.75,1,false
18711,ALL,NYSE,CONSOLIDATED,2017-3Q,Revenue,8121,8069.5,1,false
18711,ALL,NYSE,CONSOLIDATED,2017-4Q,Revenue,8202,8104.85714,1,false
18711,ALL,NYSE,CONSOLIDATED,2018-1Q,Revenue,8286,8051.5,1,false
18711,ALL,NYSE,CONSOLIDATED,2018-2Q,Revenue,8460,8700.25,1,false
18711,ALL,NYSE,CONSOLIDATED,2018-3Q,Revenue,8595,8703.25,1,false
18711,ALL,NYSE,CONSOLIDATED,2018-4Q,Revenue,8707,8671,1,false
18711,ALL,NYSE,CONSOLIDATED,2019-1Q,Revenue,8802,8850.5,1,false
18711,ALL,NYSE,CONSOLIDATED,2019-2Q,Revenue,8986,8963,1,false
18711,ALL,NYSE,CONSOLIDATED,2019-3Q,Revenue,9094,9107.66667,1,false
18711,ALL,NYSE,CONSOLIDATED,2019-4Q,Revenue,9194,9167,1,false
18711,ALL,NYSE,CONSOLIDATED,2020-1Q,Revenue,9235,9363,1,false
18711,ALL,NYSE,CONSOLIDATED,2020-2Q,Revenue,9223,9438,1,false
18711,ALL,NYSE,CONSOLIDATED,2020-3Q,Revenue,9336,9436,1,false
18711,ALL,NYSE,CONSOLIDATED,2020-4Q,Revenue,9279,9425,1,false
18711,ALL,NYSE,CONSOLIDATED,2021-1Q,Revenue,10307,10374.985,1,false
18749,AMZN,NASDAQ,CONSOLIDATED,2014-1Q,North America Revenue,10808,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2014-2Q,North America Revenue,10994,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2014-3Q,North America Revenue,11699,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2014-4Q,North America Revenue,17335,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2015-1Q,North America Revenue,13406,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2015-2Q,North America Revenue,13796,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2015-3Q,North America Revenue,15006,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2015-4Q,North America Revenue,21500,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2016-1Q,North America Revenue,16996,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2016-2Q,North America Revenue,17674,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2016-3Q,North America Revenue,18874,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2016-4Q,North America Revenue,26241,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2017-1Q,North America Revenue,20992,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2017-2Q,North America Revenue,22370,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2017-3Q,North America Revenue,25446,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2017-4Q,North America Revenue,37302,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2018-1Q,North America Revenue,30725,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2018-2Q,North America Revenue,32169,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2018-3Q,North America Revenue,34348,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2018-4Q,North America Revenue,44124,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2019-1Q,North America Revenue,35812,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2019-2Q,North America Revenue,38653,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2019-3Q,North America Revenue,42638,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2019-4Q,North America Revenue,53669,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2020-1Q,North America Revenue,46127,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2020-2Q,North America Revenue,55436,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2020-3Q,North America Revenue,59373,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2020-4Q,North America Revenue,75346,(null),1,true
18749,AMZN,NASDAQ,CONSOLIDATED,2021-1Q,North America Revenue,64366,(null),1,true
18833,APO,NYSE,CONSOLIDATED,2012-1Q,Revenue,776.743,515.2028,1,false
18833,APO,NYSE,CONSOLIDATED,2012-2Q,Revenue,211.628,433.18889,1,false
18833,APO,NYSE,CONSOLIDATED,2012-3Q,Revenue,712.373,539.32235,1,false
18833,APO,NYSE,CONSOLIDATED,2012-4Q,Revenue,1159.221,469.41564,1,false
18833,APO,NYSE,CONSOLIDATED,2013-1Q,Revenue,1309.073,844.78625,1,false
18833,APO,NYSE,CONSOLIDATED,2013-2Q,Revenue,497.261,604.59657,1,false
18833,APO,NYSE,CONSOLIDATED,2013-3Q,Revenue,1132.089,514.16757,1,false
18833,APO,NYSE,CONSOLIDATED,2013-4Q,Revenue,795.148,567.63112,1,false
18833,APO,NYSE,CONSOLIDATED,2014-1Q,Revenue,491.4,505.47164,1,false
18833,APO,NYSE,CONSOLIDATED,2014-2Q,Revenue,572.152,645.69691,1,false
18833,APO,NYSE,CONSOLIDATED,2014-3Q,Revenue,221.135,553.129,1,false
18833,APO,NYSE,CONSOLIDATED,2014-4Q,Revenue,275.396,414.3875,1,false
18833,APO,NYSE,CONSOLIDATED,2015-1Q,Revenue,276.818,340.9,1,false
18833,APO,NYSE,CONSOLIDATED,2015-2Q,Revenue,351.7,484,1,false
18833,APO,NYSE,CONSOLIDATED,2015-3Q,Revenue,193.3,267.1045,1,false
18833,APO,NYSE,CONSOLIDATED,2015-4Q,Revenue,193.7,369.0365,1,false
18833,APO,NYSE,CONSOLIDATED,2016-1Q,Revenue,120.826,234.5495,1,false
18833,APO,NYSE,CONSOLIDATED,2016-2Q,Revenue,660.447,328.5,1,false
18833,APO,NYSE,CONSOLIDATED,2016-3Q,Revenue,503.7,466.82067,1,false
18833,APO,NYSE,CONSOLIDATED,2016-4Q,Revenue,685.4,495.20604,1,false
18833,APO,NYSE,CONSOLIDATED,2017-1Q,Revenue,626.126,486.511,1,false
18833,APO,NYSE,CONSOLIDATED,2017-2Q,Revenue,418.8,510.51475,1,false
18833,APO,NYSE,CONSOLIDATED,2017-3Q,Revenue,645.217,534.90083,1,false
18833,APO,NYSE,CONSOLIDATED,2017-4Q,Revenue,847.383,570.6384,1,false
18833,APO,NYSE,CONSOLIDATED,2018-1Q,Revenue,162.233,588.4984,1,false
18833,APO,NYSE,CONSOLIDATED,2018-2Q,Revenue,482.303,605.63275,1,false
18833,APO,NYSE,CONSOLIDATED,2018-3Q,Revenue,479.419,594.337,1,false
18833,APO,NYSE,CONSOLIDATED,2018-4Q,Revenue,-104.01,605.8,1,false
18833,APO,NYSE,CONSOLIDATED,2019-1Q,Revenue,378.344,630.375,1,false
18833,APO,NYSE,CONSOLIDATED,2019-2Q,Revenue,406.634,406.594,1,false
18833,APO,NYSE,CONSOLIDATED,2019-3Q,Revenue,401.383,412.39733,1,false
18833,APO,NYSE,CONSOLIDATED,2019-4Q,Revenue,448.709,428.14143,1,false
18833,APO,NYSE,CONSOLIDATED,2020-1Q,Revenue,421.504,426.88114,1,false
18833,APO,NYSE,CONSOLIDATED,2020-2Q,Revenue,467.011,452.47517,1,false
18833,APO,NYSE,CONSOLIDATED,2020-3Q,Revenue,501.018,475.13943,1,false
18833,APO,NYSE,CONSOLIDATED,2020-4Q,Revenue,519.787,482.2292,1,false
18833,APO,NYSE,CONSOLIDATED,2021-1Q,Revenue,512.935,503.10786,1,false
19049,BAC,NYSE,CONSOLIDATED,2012-1Q,Revenue,22485,23027.49719,1,false
19049,BAC,NYSE,CONSOLIDATED,2012-2Q,Revenue,22202,23208.0905,1,false
19049,BAC,NYSE,CONSOLIDATED,2012-3Q,Revenue,20657,21851.4036,1,false
19049,BAC,NYSE,CONSOLIDATED,2012-4Q,Revenue,18891,22079.09159,1,false
19049,BAC,NYSE,CONSOLIDATED,2013-1Q,Revenue,23708,23586.77972,1,false
19049,BAC,NYSE,CONSOLIDATED,2013-2Q,Revenue,22949,22678.64616,1,false
19049,BAC,NYSE,CONSOLIDATED,2013-3Q,Revenue,21743,22039.59527,1,false
19049,BAC,NYSE,CONSOLIDATED,2013-4Q,Revenue,21701,21182.94018,1,false
19049,BAC,NYSE,CONSOLIDATED,2014-1Q,Revenue,22767,22376.0737,1,false
19049,BAC,NYSE,CONSOLIDATED,2014-2Q,Revenue,21960,21794.49749,1,false
19049,BAC,NYSE,CONSOLIDATED,2014-3Q,Revenue,21434,21706.37653,1,false
19049,BAC,NYSE,CONSOLIDATED,2014-4Q,Revenue,18955,21377.882,1,false
19049,BAC,NYSE,CONSOLIDATED,2015-1Q,Revenue,21421,21451.68864,1,false
19049,BAC,NYSE,CONSOLIDATED,2015-2Q,Revenue,22345,21593.47289,1,false
19049,BAC,NYSE,CONSOLIDATED,2015-3Q,Revenue,20913,21059.28951,1,false
19049,BAC,NYSE,CONSOLIDATED,2015-4Q,Revenue,19759,20792.91341,1,false
19049,BAC,NYSE,CONSOLIDATED,2016-1Q,Revenue,19727,20858.25554,1,false
19049,BAC,NYSE,CONSOLIDATED,2016-2Q,Revenue,20621,21076.06861,1,false
19049,BAC,NYSE,CONSOLIDATED,2016-3Q,Revenue,21863,21005.20989,1,false
19049,BAC,NYSE,CONSOLIDATED,2016-4Q,Revenue,20224,21029.62087,1,false
19049,BAC,NYSE,CONSOLIDATED,2017-1Q,Revenue,22445,21695.80248,1,false
19049,BAC,NYSE,CONSOLIDATED,2017-2Q,Revenue,23066,22082.68513,1,false
19049,BAC,NYSE,CONSOLIDATED,2017-3Q,Revenue,22079,22262.41929,1,false
19049,BAC,NYSE,CONSOLIDATED,2017-4Q,Revenue,20687,21730.61338,1,false
19049,BAC,NYSE,CONSOLIDATED,2018-1Q,Revenue,23275,22945.35732,1,false
19049,BAC,NYSE,CONSOLIDATED,2018-2Q,Revenue,22763,23133.63624,1,false
19049,BAC,NYSE,CONSOLIDATED,2018-3Q,Revenue,22928,22873.5132,1,false
19049,BAC,NYSE,CONSOLIDATED,2018-4Q,Revenue,22891,22639.8045,1,false
19049,BAC,NYSE,CONSOLIDATED,2019-1Q,Revenue,23157,23556.62167,1,false
19049,BAC,NYSE,CONSOLIDATED,2019-2Q,Revenue,23233,23297.6764,1,false
19049,BAC,NYSE,CONSOLIDATED,2019-3Q,Revenue,22955,22839.376,1,false
19049,BAC,NYSE,CONSOLIDATED,2019-4Q,Revenue,22494,22438.14825,1,false
19049,BAC,NYSE,CONSOLIDATED,2020-1Q,Revenue,22911,22907.1272,1,false
19049,BAC,NYSE,CONSOLIDATED,2020-2Q,Revenue,22454,20883.347,1,false
19049,BAC,NYSE,CONSOLIDATED,2020-3Q,Revenue,20450,20781.38633,1,false
19049,BAC,NYSE,CONSOLIDATED,2020-4Q,Revenue,20212,20442.972,1,false
19049,BAC,NYSE,CONSOLIDATED,2021-1Q,Revenue,22821,21592.22708,1,false
19049,BAC,NYSE,CONSOLIDATED,2021-2Q,Revenue,21466,21852.45696,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2012-2Q,Revenue,4003.154797,3873.18132,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2012-3Q,Revenue,3872.771758,3818.671643,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2012-4Q,Revenue,4173.329069,3862.611289,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2013-1Q,Revenue,4081.979675,3895.986187,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2013-2Q,Revenue,3915.961714,3803.490816,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2013-3Q,Revenue,3933.069834,3823.643071,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2013-4Q,Revenue,4014.839953,3827.101732,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2014-1Q,Revenue,3702.506063,3637.858978,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2014-2Q,Revenue,3684.824832,3679.702953,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2014-3Q,Revenue,3874.258927,3880.231472,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2014-4Q,Revenue,3847.006161,3855.429305,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2015-1Q,Revenue,3983.137657,3501.022205,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2015-2Q,Revenue,3737.437964,3811.677867,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2015-3Q,Revenue,3708.314123,3622.491348,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2015-4Q,Revenue,3807.762271,3706.804881,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2016-1Q,Revenue,3604.813047,3528.944447,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2016-2Q,Revenue,4067.523603,4046.593686,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2016-3Q,Revenue,4322.337577,3947.891838,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2016-4Q,Revenue,3936.103571,3926.598037,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2017-1Q,Revenue,4154.049526,4121.889904,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2017-2Q,Revenue,4205.922431,3878.42183,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2017-3Q,Revenue,4378.5492,4343.945218,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2017-4Q,Revenue,4075.747828,4216.844427,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2018-1Q,Revenue,4422.728271,4392.734295,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2018-2Q,Revenue,4163.940555,4154.607074,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2018-3Q,Revenue,4315.401825,4261.294205,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2018-4Q,Revenue,4253.201866,4244.31063,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2019-1Q,Revenue,4306.394897,4277.402524,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2019-2Q,Revenue,4277.045032,4192.69842,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2019-3Q,Revenue,4434.460447,4388.283115,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2019-4Q,Revenue,4425.296083,4447.118737,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2020-1Q,Revenue,4615.651964,4435.193118,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2020-2Q,Revenue,3978.566452,4293.335416,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2020-3Q,Revenue,4555.092655,4362.146665,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2020-4Q,Revenue,4493.218138,4358.388559,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2021-1Q,Revenue,5453.09556,4628.540603,1,false
19053,BMO,Toronto Stock Exchange,CONSOLIDATED,2021-2Q,Revenue,4919.219693,4902.462425,1,false
19109,TFC,NYSE,CONSOLIDATED,2012-1Q,Revenue,2344,2231.27419,1,false
19109,TFC,NYSE,CONSOLIDATED,2012-2Q,Revenue,2466,2408.42833,1,false
19109,TFC,NYSE,CONSOLIDATED,2012-3Q,Revenue,2483,2460.57215,1,false
19109,TFC,NYSE,CONSOLIDATED,2012-4Q,Revenue,2533,2455.23796,1,false
19109,TFC,NYSE,CONSOLIDATED,2013-1Q,Revenue,2460,2467.50448,1,false
19109,TFC,NYSE,CONSOLIDATED,2013-2Q,Revenue,2498,2460.9042,1,false
19109,TFC,NYSE,CONSOLIDATED,2013-3Q,Revenue,2359,2396.83803,1,false
19109,TFC,NYSE,CONSOLIDATED,2013-4Q,Revenue,2382,2369.41669,1,false
19109,TFC,NYSE,CONSOLIDATED,2014-1Q,Revenue,2294,2332.03526,1,false
19109,TFC,NYSE,CONSOLIDATED,2014-2Q,Revenue,2300,2322.36961,1,false
19109,TFC,NYSE,CONSOLIDATED,2014-3Q,Revenue,2321,2299.10747,1,false
19109,TFC,NYSE,CONSOLIDATED,2014-4Q,Revenue,2375,2330.50098,1,false
19109,TFC,NYSE,CONSOLIDATED,2015-1Q,Revenue,2344,2370.29879,1,false
19109,TFC,NYSE,CONSOLIDATED,2015-2Q,Revenue,2367,2414.68686,1,false
19109,TFC,NYSE,CONSOLIDATED,2015-3Q,Revenue,2489,2478.80498,1,false
19109,TFC,NYSE,CONSOLIDATED,2015-4Q,Revenue,2557,2590.32047,1,false
19109,TFC,NYSE,CONSOLIDATED,2016-1Q,Revenue,2584,2589.34967,1,false
19109,TFC,NYSE,CONSOLIDATED,2016-2Q,Revenue,2800,2747.36779,1,false
19109,TFC,NYSE,CONSOLIDATED,2016-3Q,Revenue,2814,2787.35234,1,false
19109,TFC,NYSE,CONSOLIDATED,2016-4Q,Revenue,2768,2800.46714,1,false
19109,TFC,NYSE,CONSOLIDATED,2017-1Q,Revenue,2820,2795.13743,1,false
19109,TFC,NYSE,CONSOLIDATED,2017-2Q,Revenue,2895,2883.67677,1,false
19109,TFC,NYSE,CONSOLIDATED,2017-3Q,Revenue,2900,2862.7517,1,false
19109,TFC,NYSE,CONSOLIDATED,2017-4Q,Revenue,2907,2854.1699,1,false
19109,TFC,NYSE,CONSOLIDATED,2018-1Q,Revenue,2836,2855.59181,1,false
19109,TFC,NYSE,CONSOLIDATED,2018-2Q,Revenue,2901,2922.71146,1,false
19109,TFC,NYSE,CONSOLIDATED,2018-3Q,Revenue,2953,2933.31248,1,false
19109,TFC,NYSE,CONSOLIDATED,2018-4Q,Revenue,2964,2981.60271,1,false
19109,TFC,NYSE,CONSOLIDATED,2019-1Q,Revenue,2922,2950.57188,1,false
19109,TFC,NYSE,CONSOLIDATED,2019-2Q,Revenue,3066,3014.55767,1,false
19109,TFC,NYSE,CONSOLIDATED,2019-3Q,Revenue,3026,2989.76645,1,false
19109,TFC,NYSE,CONSOLIDATED,2019-4Q,Revenue,3650,3497.23697,1,false
19109,TFC,NYSE,CONSOLIDATED,2020-1Q,Revenue,5648,5474.29083,1,false
19109,TFC,NYSE,CONSOLIDATED,2020-2Q,Revenue,5902,5471.20083,1,false
19109,TFC,NYSE,CONSOLIDATED,2020-3Q,Revenue,5601,5411.92516,1,false
19109,TFC,NYSE,CONSOLIDATED,2020-4Q,Revenue,5679,5366.58725,1,false
19109,TFC,NYSE,CONSOLIDATED,2021-1Q,Revenue,5510,5429.45005,1,false
19109,TFC,NYSE,CONSOLIDATED,2021-2Q,Revenue,5678,5455.30148,1,false
19609,CHTR,NASDAQ,CONSOLIDATED,2012-1Q,Revenue,1827,1836.89771,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2012-2Q,Revenue,1884,1870.61188,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2012-3Q,Revenue,1880,1897.39503,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2012-4Q,Revenue,1913,1909.21598,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2013-1Q,Revenue,1917,1897.28563,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2013-2Q,Revenue,1972,1965.11716,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2013-3Q,Revenue,2118,2104.85256,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2013-4Q,Revenue,2148,2163.66876,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2014-1Q,Revenue,2202,2183.39583,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2014-2Q,Revenue,2259,2262.66521,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2014-3Q,Revenue,2287,2285.98941,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2014-4Q,Revenue,2360,2325.67194,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2015-1Q,Revenue,2362,2372.30371,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2015-2Q,Revenue,2430,2419.506,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2015-3Q,Revenue,2450,2456.96782,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2015-4Q,Revenue,2512,2525.67585,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2016-1Q,Revenue,2530,2533.14432,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2016-2Q,Revenue,9988,9256.6864,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2016-3Q,Revenue,10037,10025.50254,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2016-4Q,Revenue,10275,10233.76558,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2017-1Q,Revenue,10164,10267.83707,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2017-2Q,Revenue,10357,10386.31597,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2017-3Q,Revenue,10458,10488.55913,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2017-4Q,Revenue,10602,10590.29348,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2018-1Q,Revenue,10657,10618.55727,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2018-2Q,Revenue,10854,10833.51883,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2018-3Q,Revenue,10892,10950.56826,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2018-4Q,Revenue,11231,11126.29996,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2019-1Q,Revenue,11206,11198.8235,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2019-2Q,Revenue,11347,11394.41873,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2019-3Q,Revenue,11450,11414.81422,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2019-4Q,Revenue,11761,11716.05304,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2020-1Q,Revenue,11738,11796.54707,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2020-2Q,Revenue,11696,11622.69613,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2020-3Q,Revenue,12039,12029.1449,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2020-4Q,Revenue,12624,12562.47388,1,true
19609,CHTR,NASDAQ,CONSOLIDATED,2021-1Q,Revenue,12522,12500.83611,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2012-3Q,Revenue,1945,1958.77493,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2012-4Q,Revenue,651,653.72668,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2013-1Q,Revenue,647,639.29797,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2013-2Q,Revenue,968,1031.31339,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2013-3Q,Revenue,2178,2179.8243,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2013-4Q,Revenue,634,691.91541,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2014-1Q,Revenue,622,602.86765,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2014-2Q,Revenue,782,900.81327,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2014-3Q,Revenue,2388,2377.31464,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2014-4Q,Revenue,714,699.56234,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2015-1Q,Revenue,672,620.44171,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2015-2Q,Revenue,808,785.91083,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2015-3Q,Revenue,2194,2130.79177,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2015-4Q,Revenue,696,735.92918,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2016-1Q,Revenue,713,670.83752,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2016-2Q,Revenue,923,894.82151,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2016-3Q,Revenue,2304,2247.85404,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2016-4Q,Revenue,754,734.2024,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2017-1Q,Revenue,778,754.89449,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2017-2Q,Revenue,1016,1058.00914,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2017-3Q,Revenue,2541,2504.94232,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2017-4Q,Revenue,842,808.81841,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2018-1Q,Revenue,886,854.62297,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2018-2Q,Revenue,1165,1151.44709,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2018-3Q,Revenue,2925,2841.53668,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2018-4Q,Revenue,988,952.84,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2019-1Q,Revenue,1016,971.44817,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2019-2Q,Revenue,1502,1479.50613,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2019-3Q,Revenue,3272,3233.11743,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2019-4Q,Revenue,994,963.95153,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2020-1Q,Revenue,1165,1124.33389,1,true
21171,INTU,NASDAQ,CONSOLIDATED,2020-2Q,Revenue,1696,1680.10559,1,true
